Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.continuation,Answer.comments,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Fishing is a unique beach experience because you can directly profit from your work.,,
Answer.continuation,Answer.comments,Answer.change,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,It depends on the age of the tree and what kinds of permits you might have to file. My grand father built me a treehouse and each year he'd expand it as his gift to me.,Did it ever fall?
Answer.continuation,Answer.comments,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.","I need to make this before my kids get too old and lose interest. It would be so good for them, to be outside playing in the fresh air instead of stuck inside watching TV all the time.",,
Answer.continuation,Answer.comments,Answer.elaboration,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Collecting sea shells is another exciting activity at the beach.,Sea shells are so pretty and make a great decoration in your house.,I like to search for shells whenever I go
Answer.continuation,Answer.comments,Answer.change,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,I love owning houses with wooded backyards. Nothing feels better than to lay out under a tree and sun yourself on a warm day.,
Answer.continuation,Answer.comments,Answer.elaboration,Answer.elaboration,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Collecting sea shells is another exciting activity at the beach.,I really enjoying when you put a sea shell to your ear and you can hear the ocean.,"Yea, I would call it soothing alright."
Answer.continuation,Answer.change,Answer.continuation,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I've never actually been to the beach before noon, but I really like to run around the lake near my house in the morning. It's good exercise, and I get in touch with nature a bit.",What kind of exercise is staring?
Answer.continuation,Answer.change,Answer.elaboration,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I dropped a seashell in my bag by accident once when I was at the beach, and I panicked as I was leaving when I noticed it, and I had to frantically run and put it back. The lifeguards were laughing so hard.",I'm sure those life gaurds see a lot of that.
Answer.continuation,Answer.continuation,,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,,,
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I wonder why exactly it's illegal. I mean, it's not like the seashells are being used anymore.",Sometimes things that are illegal are questionable.
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Wow. I sometimes see people with metal detectors there, but I figured that nobody ever actually finds anything worthwhile.","Yes, I found it accidentally. My grandfather used metal detectors and he only found one coin on the beach in twenty years of looking."
Answer.continuation,Answer.change,Answer.change,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.",Really? That's amazing. The most interesting thing I've ever found is cool-looking shells.,"Yeah, I found it, but then my little brother took it and lost it again. He was just a little kid so it's probably not fair to blame him, but I was so mad at the time!"
Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Like a pirate treasure gold coin, or one of those infomercial commemorative coins?","Yeah, just one of those 9/11 ones."
Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Like a pirate treasure gold coin, or one of those infomercial commemorative coins?",Oh man remember those chocolate pirate gold coins?
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"Yeah, it's hard to remember all the exact rules of each beach. But I appreciate how much beaches work to preserve their beauty, especially those in national parks.","Oh I love the beaches in national parks. Acadia National Park in Maine has some amazing beaches, right by the mountains. It has all the restful things in one place."
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"Yeah, it's hard to remember all the exact rules of each beach. But I appreciate how much beaches work to preserve their beauty, especially those in national parks.",Laws in natural areas vary so much from country to country. Sometimes you can't move a single thing off of the path!
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Sure, ski resort. Or Santa's compound type of an area. Or like Ice Station Zebra, like a remote research base in a distant frozen location. Yeah, the snow gives you a ton of options.","Yea, sometimes snow can be extremely pretty and relaxing."
Answer.continuation,Answer.change,Answer.continuation,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I've never actually been to the beach before noon, but I really like to run around the lake near my house in the morning. It's good exercise, and I get in touch with nature a bit.",
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",The feeling of being alone at the beach is extremely relaxing. I often feel like none of my worldly cares matter for a few moments.,At least until the tide comes up and you get wet!
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",I've always wished that I could own a private beach. I hate the crowds on the beach and the fact that you can never set up where you want.,"It's always about scantily clad women with you, isn't it?"
Answer.continuation,Answer.change,Answer.elaboration,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",If I had my own private beach I think the best thing about it would be the chance to stride up to somebody and tell them to get off my island!,"No, you've got it backwards, if you've got your own island you don't let them leave unless they can survive you hunting them for sport."
Answer.continuation,Answer.change,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",,
Answer.continuation,Answer.change,Answer.change,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","You totally could. Which reminds me, are you going away at Christmastime this year? I was wondering if you could dog sit for me if you're going to be in town.",
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",I've always wished that I could own a private beach. I hate the crowds on the beach and the fact that you can never set up where you want.,
Answer.continuation,Answer.change,Answer.elaboration,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",I enjoy traveling to the islands. The Bahamas and Caribbean are beautiful places to visit.,"Yea, those places are all majestic. They have good food too."
Answer.continuation,Answer.change,Answer.elaboration,Answer.joking_sarcastic,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I dropped a seashell in my bag by accident once when I was at the beach, and I panicked as I was leaving when I noticed it, and I had to frantically run and put it back. The lifeguards were laughing so hard.","I used to want to be a lifeguard, but I discovered that I'm afraid of being responsible for someone's life."
Answer.continuation,Answer.change,Answer.change,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Wow. That reminds me of my grandfather, he had a pretty extensive coin collection.",
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Wow. I sometimes see people with metal detectors there, but I figured that nobody ever actually finds anything worthwhile.","You know, no one finds anything worthwhile, but it's still a better shot than the lottery, huh?"
Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Like a pirate treasure gold coin, or one of those infomercial commemorative coins?",
Answer.continuation,Answer.comments,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.","I tried vacuuming it out last year, but that stuff gets everywhere.",,
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I wonder why exactly it's illegal. I mean, it's not like the seashells are being used anymore.",
Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Like a pirate treasure gold coin, or one of those infomercial commemorative coins?","Neither, I think some foreign traveler dropped a pound sterling."
Answer.continuation,Answer.comments,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.","I know what you mean, we bring tons of sand back home with us every year.",,
Answer.continuation,Answer.change,Answer.elaboration,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I dropped a seashell in my bag by accident once when I was at the beach, and I panicked as I was leaving when I noticed it, and I had to frantically run and put it back. The lifeguards were laughing so hard.",I bet they thought you were a real criminal!
Answer.continuation,Answer.change,Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I enjoy walking on the beach in the morning too. There's no people out, so I can't accidentally knock over someone's umbrella or trip over a little kid's sand castle. You know me, I'm naturally clumsy. That's something I've accidentally done.",I don't think that your clumsy. You just dont pay attention.
Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,The beach reminds me of a peaceful place,It's the same for me. The beach is a place where I can easily sit and meditate and pray.,"Yeah, but after being cooped up in the car with my kids getting there I NEED some mediation."
Answer.continuation,Answer.change,Answer.elaboration,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I do love when I can take stuff home from the beach too. One beach I was at sold tropical plants we could bring home, and it was so much more authentic than a generic beach scene.",Free gifts are the best gifts.
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Sure, ski resort. Or Santa's compound type of an area. Or like Ice Station Zebra, like a remote research base in a distant frozen location. Yeah, the snow gives you a ton of options.",I just love falling on snow and busting my butt.
Answer.continuation,Answer.change,Answer.change,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","You totally could. Which reminds me, are you going away at Christmastime this year? I was wondering if you could dog sit for me if you're going to be in town.",Do I get to sample your Grandma's fruitcake again?
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Sure, ski resort. Or Santa's compound type of an area. Or like Ice Station Zebra, like a remote research base in a distant frozen location. Yeah, the snow gives you a ton of options.",I like to enjoy the sun as much as i can
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I wonder why exactly it's illegal. I mean, it's not like the seashells are being used anymore.","Yea, that is true. It really shouldn't be illegal."
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I wonder why exactly it's illegal. I mean, it's not like the seashells are being used anymore.",The cops have to do their job.
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Sure, ski resort. Or Santa's compound type of an area. Or like Ice Station Zebra, like a remote research base in a distant frozen location. Yeah, the snow gives you a ton of options.",
Answer.continuation,Answer.change,Answer.elaboration,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",I enjoy traveling to the islands. The Bahamas and Caribbean are beautiful places to visit.,"Yea, the only problem is I have no money."
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"Yeah, it's hard to remember all the exact rules of each beach. But I appreciate how much beaches work to preserve their beauty, especially those in national parks.","Yes, we need rules so we don't completely destroy the lovely environment of our beaches."
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Wow. I sometimes see people with metal detectors there, but I figured that nobody ever actually finds anything worthwhile.",
Answer.continuation,Answer.change,Answer.change,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.",Really? That's amazing. The most interesting thing I've ever found is cool-looking shells.,"Wait, wait, wait. You had shells on your beach? Now I feel like I got ripped off."
Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Yeah, gee, I guess you could. And you could always dress your garage up to look like a mental hospital and check yourself in for observation. Just make sure to tell the doctors that you like to pretend your backyard is a ski resort. They'll rush you right in, I'm sure.",Are you trying to tell me something? I assure you that I am completely sane most of the time. That changes when I'm equipped with spaghettios.
Answer.continuation,Answer.elaboration,Answer.continuation,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,I actually prefer lakes to the ocean. Salt water makes you feel so sticky when you dry off.,I love how smooth lakes are. They allow for a lot of unique water activities such as wake surfing.,"Yea, smooth lakes are fun."
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","You know what they say, "" Girls just want to have sun"".",If you want to try it I have a free gift card you can use. I won it.
Answer.continuation,Answer.continuation,Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","I love vacuuming my car too, haha, but it's worth it for all the fun we've had.","During the summer I would turn feral: hair wild, face tanned dark, and the soles of my feet hard as leather.",You may want to use sunscreen and different shoes.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.",Blowing up all those inflatable water toys sure can be a chore. I guess it keeps the ol' lungs healthy though and it sure beats having the kids sit in front of the tv all day.,I love sitting by the pool with a nice drink.
Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,"You can do a lot of the same things in a lake as in the ocean, except maybe surfing. If the lake is big enough, you can go sail boating, and they have these new boards now you can stand on and paddle your way around.",Paddle boards?  Those look like a lot of fun.  We should try to find some place we can rent a couple.,I would be down. It is a great upper body workout to go on paddle boards.
Answer.continuation,Answer.elaboration,Answer.continuation,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,Me too I have gone to Lake Ontario a few times,"I've always wanted to visit Canada. I hear that they have some beautiful greenery up there, and the scenery is supposed to be picturesque.",
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","You know what they say, "" Girls just want to have sun"".",
Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,"You can do a lot of the same things in a lake as in the ocean, except maybe surfing. If the lake is big enough, you can go sail boating, and they have these new boards now you can stand on and paddle your way around.",Paddle boards?  Those look like a lot of fun.  We should try to find some place we can rent a couple.,We should rent jet skis for a lake instead of paddle boards.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.","Speaking of sunsets, have you ever seen the green flash? During perfect conditions, right before the sun completely sets, there's a bright green flash.",I love watching the sunset over my house.
Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,"You can do a lot of the same things in a lake as in the ocean, except maybe surfing. If the lake is big enough, you can go sail boating, and they have these new boards now you can stand on and paddle your way around.",My favorite thing to a the lake near me is canoeing.  Every once and a while the park offers sunset canoe trips.  It is so peaceful and beautiful to be out on the lake at the end of the day.,I have never been canoeing other than once at camp.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","You know what they say, "" Girls just want to have sun"".","Maybe you don't want to use it, though. Maybe the sand helps exfoliate your skin."
Answer.continuation,Answer.continuation,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I completely understand, it is a total pain. Especially if your kids join you!",,
Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,The beach reminds me of a peaceful place,"See, ever since I watched Jaws, the beach isn't quite the same for me, you know?","Yea, the shark made you think you are going to get eaten."
Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.joking_sarcastic,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,The beach reminds me of a peaceful place,"See, ever since I watched Jaws, the beach isn't quite the same for me, you know?",Please don't put that thought into my head.
Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,The beach reminds me of a peaceful place,"I feel like we can feel so rested at the beach because it calms all of our senses. We can touch the sand, hear the waves, smell the salt. All we have to do is buy a treat to eat and we have calming input coming into all of our senses!",We can also listen to the whiff of the ball from the kids going past us.
Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,The beach reminds me of a peaceful place,"I feel like we can feel so rested at the beach because it calms all of our senses. We can touch the sand, hear the waves, smell the salt. All we have to do is buy a treat to eat and we have calming input coming into all of our senses!","Well, I'm relaxed just being here."
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.",You just have to make sure you don't sink too much or it's tough to get out!,Sometimes you have to hold onto something to get out.
