Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Yeah, gee, I guess you could. And you could always dress your garage up to look like a mental hospital and check yourself in for observation. Just make sure to tell the doctors that you like to pretend your backyard is a ski resort. They'll rush you right in, I'm sure.",
Answer.continuation,Answer.change,Answer.change,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","I suppose you could. I've never gone quite that far, but I do love getting my house and yard all festive looking at Christmas time. I like to go overboard, to be honest.",
Answer.continuation,Answer.change,Answer.change,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","You totally could. Which reminds me, are you going away at Christmastime this year? I was wondering if you could dog sit for me if you're going to be in town.",Do I get to sample your Grandma's fruitcake again?
Answer.continuation,Answer.change,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yeah and you get to take with some nice blisters, beach hair, dirty sandals,...",,
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",I've always wished that I could own a private beach. I hate the crowds on the beach and the fact that you can never set up where you want.,But how are you going to look at other women in their bikinis if no one else is there?
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",I've always wished that I could own a private beach. I hate the crowds on the beach and the fact that you can never set up where you want.,And no stupid planes flying buy hauling messages about where to eat and interrupting your nap.
Answer.continuation,Answer.change,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",,
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,The sand feels good as it squishes between your toes.,"Ugh, now I'm thinking about what else squishes between my toes.",
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",The feeling of being alone at the beach is extremely relaxing. I often feel like none of my worldly cares matter for a few moments.,I think the beach can be a great place to go when you're stressed and need work. The white noise of the water is a constant background sound that makes getting work done easier.
Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,Lakes always remind me of the times my Dad took me fishing.,We would sit for hours gently rocking back and forth in a small fishing boat.,Sometimes instead of fishing I'd just go around the shore hunting for frogs with the fishing net.
Answer.continuation,Answer.change,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.",,
Answer.continuation,Answer.elaboration,Answer.continuation,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,"Lakes are pretty nice, especially if you can go out on a boat.","Yeah, that's good thinking there. I was wondering why, when I go out without a boat, I always get drenched. That really had me stumped, but wow, I think you figured it out. You're a smart one, huh?",
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",My family has always traded classic cars and I've seen a hundred deals and still it feels intimidating to purchase one.,"There are many deals when it comes to buying cars, but I think it is important to do a lot of research about what is the best deal to go with.","Research is always good to do when you are buying anything, isn't it?"
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.","I'd like to get a new car, but I need to coax a few more years out of the one I've got to make it worth what I paid for it.","I told my wife since i have to do all this maintenance , she is responsible for the cars education, make sure it is brought up correctly.",You're giving her a big role it seems like?
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.","I'd like to get a new car, but I need to coax a few more years out of the one I've got to make it worth what I paid for it.","If I take car of this new car like it should be taken care of, maybe I will not have to buy another for a long time.",Or you could downgrade to a moped!
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.","I'd like to get a new car, but I need to coax a few more years out of the one I've got to make it worth what I paid for it.","I told my wife since i have to do all this maintenance , she is responsible for the cars education, make sure it is brought up correctly.",
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.joking_sarcastic,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.","I'd like to get a new car, but I need to coax a few more years out of the one I've got to make it worth what I paid for it.","I told my wife since i have to do all this maintenance , she is responsible for the cars education, make sure it is brought up correctly.",What exactly does that mean? What is she responsible for?
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.","I'd like to get a new car, but I need to coax a few more years out of the one I've got to make it worth what I paid for it.",I have a whole calendar of scheduled maintenance that I will need to follow up on to keep my new car healthy.,I suppose that's better than having to deal with unexpected breakdowns.
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",My family has always traded classic cars and I've seen a hundred deals and still it feels intimidating to purchase one.,I love looking for deals for everything. I got my computer so cheap because of a deal I found online!,"I can never decide what to buy between a laptop, desktop, or tablet. There's just so many choices on the shelves these days that I try to stick to brands that I recognize."
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.","I'd like to get a new car, but I need to coax a few more years out of the one I've got to make it worth what I paid for it.","If I take car of this new car like it should be taken care of, maybe I will not have to buy another for a long time.",
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",My family has always traded classic cars and I've seen a hundred deals and still it feels intimidating to purchase one.,,
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.elaboration,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",I think it won't be too much longer until we can all get self-driving functionality in our cars.,"Probably. I think I'll miss driving myself once everything gets fully automated, especially out on the open road where you can really feel in control. Maybe I should get something sporty while I've still got time.","That sounds fun. I'd just embrace the self driving revolution, personally. I like to be as lazy as possible."
Answer.continuation,Answer.comments,Answer.elaboration,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",I don't like it when people dig holes and don't fill them in though. They're a great way to sprain your ankle.,I hate spraining an ankle. I always end up doing it when walking along curbs.,
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,But I understand what you mean. Before you know it a slick salesman will have you getting things that you will never use like a ski rack in southern California.,
Answer.continuation,Answer.comments,Answer.joking_sarcastic,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",Heck getting sand in your feet is the best part,I prefer to take long walks on the beach with sandles. Running on the beach is a really good workout because of the resistance of the sand.,"You can run a short distance on the beach, but still get a workout."
Answer.continuation,Answer.comments,Answer.change,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.","Although this time of year, getting stuff in your eye can be a big problem. Do you suffer from hay fever? Pollen, now that's a killer. And I'll be there's more pollen in this world than grains of sand.",I feel for people with allergies. It's hard to hide from something that you're allergic to when it's in the air everywhere.,"Yea, it really limits what they can do."
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",My family has always traded classic cars and I've seen a hundred deals and still it feels intimidating to purchase one.,"There are many deals when it comes to buying cars, but I think it is important to do a lot of research about what is the best deal to go with.",
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",My family has always traded classic cars and I've seen a hundred deals and still it feels intimidating to purchase one.,Sometimes it seems like buying a car is more about the deals than the actual car!,
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",My family has always traded classic cars and I've seen a hundred deals and still it feels intimidating to purchase one.,Purchasing a new car can be one of the most intimidating things.,The people that sell them have so much more information that it always feels like they have the advantage.
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,Take a look in the local newspaper classifieds. Sometimes you can find a decent private sale and even bring it to a friend or mechanic you trust to take a close look or use a place like Carfax where you can get detailed previous ownership details.,
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,It is probably better to do the options checking for the model you like before going to the dealership.,I think you should do lots of research before talking to a salesman.
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,It is probably better to do the options checking for the model you like before going to the dealership.,
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,It is probably better to do the options checking for the model you like before going to the dealership.,I love purchasing cars.
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,It is probably better to do the options checking for the model you like before going to the dealership.,"Well, you wouldn't wanna get scammed by the sales person."
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,It is probably better to do the options checking for the model you like before going to the dealership.,You might wanna look up many cars before going to a dealer. I agree
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,But I understand what you mean. Before you know it a slick salesman will have you getting things that you will never use like a ski rack in southern California.,"Yea, those sales people can be tough to get along with."
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.elaboration,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,But I understand what you mean. Before you know it a slick salesman will have you getting things that you will never use like a ski rack in southern California.,"Yea, well their job is to sell."
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,Perhaps getting a smaller car like a Barbie play car would take off the sales pressure.,
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",Hey you wont have to constantly wait for your car to heat up,,
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,Take a look in the local newspaper classifieds. Sometimes you can find a decent private sale and even bring it to a friend or mechanic you trust to take a close look or use a place like Carfax where you can get detailed previous ownership details.,Why not just ask your friend to sell you his.
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.","I like having a new car, but I hate shopping for them, and I especially hate dealing with the sales people.",,
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,Take a look in the local newspaper classifieds. Sometimes you can find a decent private sale and even bring it to a friend or mechanic you trust to take a close look or use a place like Carfax where you can get detailed previous ownership details.,You really do have to try hard to find the best deal when searching for a new car.
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",That sounds awesome. What kind of car?,,
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,Take a look in the local newspaper classifieds. Sometimes you can find a decent private sale and even bring it to a friend or mechanic you trust to take a close look or use a place like Carfax where you can get detailed previous ownership details.,"Yea, I like to look around a lot when I'm trying to buy a new car."
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,But I understand what you mean. Before you know it a slick salesman will have you getting things that you will never use like a ski rack in southern California.,I usually spend my money wisely.
Answer.continuation,Answer.comments,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",In the sand is also a nice place to get romantic.,It's unfortunate but all the fairy tale scenes that we laugh at in movies speak to us as people. I think that no matter how much you might claim that romantic movies aren't for you that everyone enjoys it when those situations actually happen.,"Yea, I love my wife."
Answer.elaboration,Answer.elaboration,,,,I love walking along the beach.,Beaches are sandy paths to happiness.,"I think it depends on the type of sand on the beach. The finer sand makes me happier, where the course sand only makes me normal happy.",,,
Answer.elaboration,Answer.joking_sarcastic,,,,I love walking along the beach.,Beaches are sandy paths to happiness.,"Yeah, when I think ""happiness"" I think sand.",,,
Answer.elaboration,Answer.joking_sarcastic,,,,I love walking along the beach.,Beaches are sandy paths to happiness.,"You do have to be careful and not catch crabs, though.",,,
Answer.continuation,Answer.comments,Answer.change,Answer.joking_sarcastic,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.","Although this time of year, getting stuff in your eye can be a big problem. Do you suffer from hay fever? Pollen, now that's a killer. And I'll be there's more pollen in this world than grains of sand.",And don't you hate it when you have to give a speech and your nose is clogged and you end up sounding like donold duck?,"Yeah, I used to fiddle around with voice acting as a kid. We would record audio tapes of our voices and pretend to be doing commercials."
Answer.continuation,Answer.comments,Answer.elaboration,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",I don't like it when people dig holes and don't fill them in though. They're a great way to sprain your ankle.,Breaking a bone is an unforgettable experience for sure. That's one of those pains that you just can't forget.,
Answer.continuation,Answer.comments,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.","Even small amounts can fell like a lot, though. For example, in your underpants.",,
Answer.continuation,Answer.comments,Answer.change,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.","Although this time of year, getting stuff in your eye can be a big problem. Do you suffer from hay fever? Pollen, now that's a killer. And I'll be there's more pollen in this world than grains of sand.",I feel for people with allergies. It's hard to hide from something that you're allergic to when it's in the air everywhere.,"Yea, I do not enjoy sneezing all the time."
Answer.continuation,Answer.comments,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",Yes I have got sand in a few unmentionables,,
Answer.continuation,Answer.comments,Answer.change,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.","Although this time of year, getting stuff in your eye can be a big problem. Do you suffer from hay fever? Pollen, now that's a killer. And I'll be there's more pollen in this world than grains of sand.",I've always been pretty comfortable giving speeches. The experience doesn't fill me with as much anxiety as it does for some people.,"Yea, you just gotta imagine everyone with their pants down."
Answer.continuation,Answer.comments,Answer.elaboration,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",I went to the beach on saturday. There was this kid who built an amazing sand castle,"It's going to rain tomorrow I heard, so they'll be gone.",So do you like to play in sand?
Answer.continuation,Answer.comments,Answer.change,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.","Although this time of year, getting stuff in your eye can be a big problem. Do you suffer from hay fever? Pollen, now that's a killer. And I'll be there's more pollen in this world than grains of sand.",I feel for people with allergies. It's hard to hide from something that you're allergic to when it's in the air everywhere.,"Yea, it sucks being sick."
Answer.continuation,Answer.comments,Answer.elaboration,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",I went to the beach on saturday. There was this kid who built an amazing sand castle,I have seen some talented creations made of sand that even involved seashells.,
Answer.continuation,Answer.comments,Answer.elaboration,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",I went to the beach on saturday. There was this kid who built an amazing sand castle,I have seen some talented creations made of sand that even involved seashells.,They can get so intricate! I wouldn't even know how to start making something that fancy.
Answer.continuation,Answer.comments,Answer.change,Answer.joking_sarcastic,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.","Although this time of year, getting stuff in your eye can be a big problem. Do you suffer from hay fever? Pollen, now that's a killer. And I'll be there's more pollen in this world than grains of sand.",And don't you hate it when you have to give a speech and your nose is clogged and you end up sounding like donold duck?,"Oh my gosh, yes.  I used to get horrible sinus infections as a kid."
Answer.continuation,Answer.comments,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",In the sand is also a nice place to get romantic.,It's unfortunate but all the fairy tale scenes that we laugh at in movies speak to us as people. I think that no matter how much you might claim that romantic movies aren't for you that everyone enjoys it when those situations actually happen.,"Yea, I get in romantic situations all the time. Just saying"
Answer.continuation,Answer.comments,Answer.joking_sarcastic,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",In the sand is also a nice place to get romantic.,I like romantic movies but I hate when I end up crying. Nothing feels more silly on a first date!,I love comedy movies.
Answer.continuation,Answer.comments,Answer.joking_sarcastic,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",In the sand is also a nice place to get romantic.,I like romantic movies but I hate when I end up crying. Nothing feels more silly on a first date!,Oh cry me a river.
Answer.continuation,Answer.comments,Answer.joking_sarcastic,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",In the sand is also a nice place to get romantic.,Romantic evenings on the beach are a great way to feel connected and passionate. Sitting on the sand under the stars is enchanting.,"I agree, or watching the sunset over the ocean is also very romantic."
Answer.continuation,Answer.comments,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",In the sand is also a nice place to get romantic.,It's unfortunate but all the fairy tale scenes that we laugh at in movies speak to us as people. I think that no matter how much you might claim that romantic movies aren't for you that everyone enjoys it when those situations actually happen.,"Yea, most people enjoy being in romantic situations and thats why we watch."
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",It feels like the fast talking salesmen are always trying to get me to buy something I didn't think I wanted.,,
Answer.continuation,Answer.comments,Answer.joking_sarcastic,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place.",Heck getting sand in your feet is the best part,Don't you hate it when it gets between your toes though? And the clean up feels like it takes forever.,
